id,Top,Song_Name,Artist_Name,Date
470,71,Black Parade,Beyonce,2020-07-11
471,72,Need It,Migos Featuring YoungBoy Never Broke Again,2020-07-11
472,73,One Of Them Girls,Lee Brice,2020-07-11
473,74,Yo Perreo Sola,Bad Bunny,2020-07-11
474,75,Know My Rights,6LACK Featuring Lil Baby,2020-07-11
475,76,Cool Again,Kane Brown,2020-07-11
476,77,Past Life,Trevor Daniel x Selena Gomez,2020-07-11
477,78,ily,surf mesa Featuring Emilee,2020-07-11
478,79,Daisies,Katy Perry,2020-07-11
479,80,Go!,Kid LAROI & Juice WRLD,2020-07-11
480,81,Dollaz On My Head,Gunna Featuring Young Thug,2020-07-11
481,82,More Than My Hometown,Morgan Wallen,2020-07-11
482,83,One Night Standards,Ashley McBryde,2020-07-11
483,84,Grace,Lil Baby & 42 Dugg,2020-07-11
484,85,Believe It,PARTYNEXTDOOR & Rihanna,2020-07-11
485,86,Bang!,AJR,2020-07-11
486,87,21,Polo G,2020-07-11
487,88,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-07-11
488,89,In Your Eyes,The Weeknd,2020-07-11
489,90,Girl Of My Dreams,Rod Wave,2020-07-11
490,91,Do It,Chloe X Halle,2020-07-11
491,92,Stick That In Your Country Song,Eric Church,2020-07-11
492,93,Lovin' On You,Luke Combs,2020-07-11
493,94,Pretty Heart,Parker McCollum,2020-07-11
494,95,Righteous,Juice WRLD,2020-07-11
495,96,Rags2Riches,Rod Wave Featuring ATR Son Son,2020-07-11
496,97,My Truck,Breland,2020-07-11
497,98,X,Jonas Brothers Featuring Karol G,2020-07-11
498,99,I Called Mama,Tim McGraw,2020-07-11
499,100,Shotta Flow 5,NLE Choppa,2020-07-11
500,1,Rockstar,DaBaby Featuring Roddy Ricch,2020-07-04
501,2,Savage,Megan Thee Stallion Featuring Beyonce,2020-07-04
502,3,Blinding Lights,The Weeknd,2020-07-04
503,4,Roses,SAINt JHN,2020-07-04
504,5,Intentions,Justin Bieber Featuring Quavo,2020-07-04
505,6,Say So,Doja Cat Featuring Nicki Minaj,2020-07-04
506,7,The Bigger Picture,Lil Baby,2020-07-04
507,8,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-07-04
508,9,Blueberry Faygo,Lil Mosey,2020-07-04
509,10,Circles,Post Malone,2020-07-04
510,11,Rain On Me,Lady Gaga & Ariana Grande,2020-07-04
511,12,Adore You,Harry Styles,2020-07-04
512,13,The Bones,Maren Morris,2020-07-04
513,14,Don't Start Now,Dua Lipa,2020-07-04
514,15,The Box,Roddy Ricch,2020-07-04
515,16,Watermelon Sugar,Harry Styles,2020-07-04
516,17,I Hope,Gabby Barrett,2020-07-04
517,18,We Paid,Lil Baby & 42 Dugg,2020-07-04
518,19,Falling,Trevor Daniel,2020-07-04
519,20,Toosie Slide,Drake,2020-07-04
520,21,Life Is Good,Future Featuring Drake,2020-07-04
521,22,Sunday Best,Surfaces,2020-07-04
522,23,Break My Heart,Dua Lipa,2020-07-04
523,24,Death Bed,Powfu Featuring beabadoobee,2020-07-04
524,25,Party Girl,StaySolidRocky,2020-07-04
525,26,Hard To Forget,Sam Hunt,2020-07-04
526,27,Before You Go,Lewis Capaldi,2020-07-04
527,28,Stuck With U,Ariana Grande & Justin Bieber,2020-07-04
528,29,One Margarita,Luke Bryan,2020-07-04
529,30,Chasin' You,Morgan Wallen,2020-07-04
530,31,High Fashion,Roddy Ricch Featuring Mustard,2020-07-04
531,32,Go Crazy,Chris Brown & Young Thug,2020-07-04
532,33,Bluebird,Miranda Lambert,2020-07-04
533,34,Trollz,6ix9ine & Nicki Minaj,2020-07-04
534,35,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-04
535,36,Emotionally Scarred,Lil Baby,2020-07-04
536,37,Black Parade,Beyonce,2020-07-04
537,38,Here And Now,Kenny Chesney,2020-07-04
538,39,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-07-04
539,40,Memories,Maroon 5,2020-07-04
540,41,Be Kind,Marshmello & Halsey,2020-07-04
541,42,Supalonely,BENEE Featuring Gus Dapperton,2020-07-04
542,43,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-04
543,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-07-04
544,45,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-07-04
545,46,Dior,Pop Smoke,2020-07-04
546,47,Hot Girl Bummer,blackbear,2020-07-04
547,48,Does To Me,Luke Combs Featuring Eric Church,2020-07-04
548,49,Everything I Wanted,Billie Eilish,2020-07-04
549,50,Gooba,6ix9ine,2020-07-04
550,51,Die From A Broken Heart,Maddie & Tae,2020-07-04
551,52,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-07-04
552,53,I Love My Country,Florida Georgia Line,2020-07-04
553,54,Snow On Tha Bluff,J. Cole,2020-07-04
554,55,After A Few,Travis Denning,2020-07-04
555,56,P*$$y Fairy (OTW),Jhene Aiko,2020-07-04
556,57,Bleed,A Boogie Wit da Hoodie,2020-07-04
557,58,Don't Rush,Young T & Bugsey Featuring Headie One,2020-07-04
558,59,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020-07-04
559,60,In Between,Scotty McCreery,2020-07-04
560,61,God Whispered Your Name,Keith Urban,2020-07-04
561,62,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",2020-07-04
562,63,After Party,Don Toliver,2020-07-04
563,64,Chicago Freestyle,Drake Featuring Giveon,2020-07-04
564,65,Go!,Kid LAROI & Juice WRLD,2020-07-04
565,66,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,2020-07-04
566,67,Got What I Got,Jason Aldean,2020-07-04
567,68,One Big Country Song,LOCASH,2020-07-04
568,69,Flex,Polo G Featuring Juice WRLD,2020-07-04
569,70,Believe It,PARTYNEXTDOOR & Rihanna,2020-07-04
570,71,Yo Perreo Sola,Bad Bunny,2020-07-04
571,72,Like That,Doja Cat Featuring Gucci Mane,2020-07-04
572,73,Why We Drink,Justin Moore,2020-07-04
573,74,ily,surf mesa Featuring Emilee,2020-07-04
574,75,Need It,Migos Featuring YoungBoy Never Broke Again,2020-07-04
575,76,Done,Chris Janson,2020-07-04
576,77,Grace,Lil Baby & 42 Dugg,2020-07-04
577,78,Cool Again,Kane Brown,2020-07-04
578,79,Daisies,Katy Perry,2020-07-04
579,80,In Your Eyes,The Weeknd,2020-07-04
580,81,One Of Them Girls,Lee Brice,2020-07-04
581,82,Dollaz On My Head,Gunna Featuring Young Thug,2020-07-04
582,83,Shotta Flow 5,NLE Choppa,2020-07-04
583,84,21,Polo G,2020-07-04
584,85,X,Jonas Brothers Featuring Karol G,2020-07-04
585,86,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-07-04
586,87,One Night Standards,Ashley McBryde,2020-07-04
587,88,Tommy Lee,Tyla Yaweh & Post Malone,2020-07-04
588,89,Girl Of My Dreams,Rod Wave,2020-07-04
589,90,Level Of Concern,twenty one pilots,2020-07-04
590,91,Do It,Chloe X Halle,2020-07-04
591,92,My Truck,Breland,2020-07-04
592,93,Righteous,Juice WRLD,2020-07-04
593,94,One Shot,YoungBoy Never Broke Again Featuring Lil Baby,2020-07-04
594,95,Need Me,J.I.,2020-07-04
595,96,Pretty Heart,Parker McCollum,2020-07-04
596,97,More Than My Hometown,Morgan Wallen,2020-07-04
597,98,All In,Lil Baby,2020-07-04
598,99,Bang!,AJR,2020-07-04
599,100,July,Noah Cyrus & Leon Bridges,2020-07-04
600,1,Trollz,6ix9ine & Nicki Minaj,2020-06-27
601,2,Rockstar,DaBaby Featuring Roddy Ricch,2020-06-27
602,3,The Bigger Picture,Lil Baby,2020-06-27
603,4,Savage,Megan Thee Stallion Featuring Beyonce,2020-06-27
604,5,Blinding Lights,The Weeknd,2020-06-27
605,6,Say So,Doja Cat Featuring Nicki Minaj,2020-06-27
606,7,Intentions,Justin Bieber Featuring Quavo,2020-06-27
607,8,Roses,SAINt JHN,2020-06-27
608,9,Rain On Me,Lady Gaga & Ariana Grande,2020-06-27
609,10,The Box,Roddy Ricch,2020-06-27
610,11,Blueberry Faygo,Lil Mosey,2020-06-27
611,12,Toosie Slide,Drake,2020-06-27
612,13,Circles,Post Malone,2020-06-27
613,14,Don't Start Now,Dua Lipa,2020-06-27
614,15,The Bones,Maren Morris,2020-06-27
615,16,Adore You,Harry Styles,2020-06-27
616,17,Life Is Good,Future Featuring Drake,2020-06-27
617,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-06-27
618,19,Watermelon Sugar,Harry Styles,2020-06-27
619,20,Falling,Trevor Daniel,2020-06-27
620,21,Sunday Best,Surfaces,2020-06-27
621,22,Party Girl,StaySolidRocky,2020-06-27
622,23,I Hope,Gabby Barrett,2020-06-27
623,24,Death Bed,Powfu Featuring beabadoobee,2020-06-27
624,25,Break My Heart,Dua Lipa,2020-06-27
625,26,Stuck With U,Ariana Grande & Justin Bieber,2020-06-27
626,27,We Paid,Lil Baby & 42 Dugg,2020-06-27
627,28,Hard To Forget,Sam Hunt,2020-06-27
628,29,Before You Go,Lewis Capaldi,2020-06-27
629,30,High Fashion,Roddy Ricch Featuring Mustard,2020-06-27
630,31,Chasin' You,Morgan Wallen,2020-06-27
631,32,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-27
632,33,Bluebird,Miranda Lambert,2020-06-27
633,34,Go Crazy,Chris Brown & Young Thug,2020-06-27
634,35,One Margarita,Luke Bryan,2020-06-27
635,36,Gooba,6ix9ine,2020-06-27
636,37,Emotionally Scarred,Lil Baby,2020-06-27
637,38,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-06-27
638,39,Memories,Maroon 5,2020-06-27
639,40,Be Kind,Marshmello & Halsey,2020-06-27
640,41,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-06-27
641,42,Does To Me,Luke Combs Featuring Eric Church,2020-06-27
642,43,Everything I Wanted,Billie Eilish,2020-06-27
643,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-06-27
644,45,Supalonely,BENEE Featuring Gus Dapperton,2020-06-27
645,46,Here And Now,Kenny Chesney,2020-06-27
646,47,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2020-06-27
647,48,After A Few,Travis Denning,2020-06-27
648,49,Dior,Pop Smoke,2020-06-27
649,50,Hot Girl Bummer,blackbear,2020-06-27
650,51,Make It Rain,Pop Smoke Featuring Rowdy Rebel,2020-06-27
651,52,Go!,Kid LAROI & Juice WRLD,2020-06-27
652,53,In Between,Scotty McCreery,2020-06-27
653,54,Shotta Flow 5,NLE Choppa,2020-06-27
654,55,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-06-27
655,56,Don't Rush,Young T & Bugsey Featuring Headie One,2020-06-27
656,57,Die From A Broken Heart,Maddie & Tae,2020-06-27
657,58,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,2020-06-27
658,59,Snow On Tha Bluff,J. Cole,2020-06-27
659,60,I Love My Country,Florida Georgia Line,2020-06-27
660,61,P*$$y Fairy (OTW),Jhene Aiko,2020-06-27
661,62,Chicago Freestyle,Drake Featuring Giveon,2020-06-27
662,63,After Party,Don Toliver,2020-06-27
663,64,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020-06-27
664,65,Tommy Lee,Tyla Yaweh & Post Malone,2020-06-27
665,66,Believe It,PARTYNEXTDOOR & Rihanna,2020-06-27
666,67,In Your Eyes,The Weeknd,2020-06-27
667,68,Flex,Polo G Featuring Juice WRLD,2020-06-27
668,69,God Whispered Your Name,Keith Urban,2020-06-27
669,70,Yo Perreo Sola,Bad Bunny,2020-06-27
670,71,Got What I Got,Jason Aldean,2020-06-27
671,72,ily,surf mesa Featuring Emilee,2020-06-27
672,73,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",2020-06-27
673,74,Need It,Migos Featuring YoungBoy Never Broke Again,2020-06-27
674,75,Dollaz On My Head,Gunna Featuring Young Thug,2020-06-27
675,76,Daisies,Katy Perry,2020-06-27
676,77,One Big Country Song,LOCASH,2020-06-27
677,78,Grace,Lil Baby & 42 Dugg,2020-06-27
678,79,Level Of Concern,twenty one pilots,2020-06-27
679,80,X,Jonas Brothers Featuring Karol G,2020-06-27
680,81,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-06-27
681,82,Ride It.,Regard,2020-06-27
682,83,Do It,Chloe X Halle,2020-06-27
683,84,21,Polo G,2020-06-27
684,85,Like That,Doja Cat Featuring Gucci Mane,2020-06-27
685,86,Why We Drink,Justin Moore,2020-06-27
686,87,Otherside Of America,Meek Mill,2020-06-27
687,88,Drinking Alone,Carrie Underwood,2020-06-27
688,89,Righteous,Juice WRLD,2020-06-27
689,90,Girl Of My Dreams,Rod Wave,2020-06-27
690,91,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-06-27
691,92,Done,Chris Janson,2020-06-27
692,93,Cool Again,Kane Brown,2020-06-27
693,94,Deep End Freestyle,Sleepy Hallow,2020-06-27
694,95,All In,Lil Baby,2020-06-27
695,96,The Man Who Loves You The Most,Zac Brown Band,2020-06-27
696,97,One Night Standards,Ashley McBryde,2020-06-27
697,98,One Of Them Girls,Lee Brice,2020-06-27
698,99,July,Noah Cyrus & Leon Bridges,2020-06-27
699,100,Need Me,J.I.,2020-06-27
700,1,Rockstar,DaBaby Featuring Roddy Ricch,2020-06-20
701,2,Savage,Megan Thee Stallion Featuring Beyonce,2020-06-20
702,3,Blinding Lights,The Weeknd,2020-06-20
703,4,Say So,Doja Cat Featuring Nicki Minaj,2020-06-20
704,5,Intentions,Justin Bieber Featuring Quavo,2020-06-20
705,6,Toosie Slide,Drake,2020-06-20
706,7,Roses,SAINt JHN,2020-06-20
707,8,Don't Start Now,Dua Lipa,2020-06-20
708,9,The Box,Roddy Ricch,2020-06-20
709,10,Rain On Me,Lady Gaga & Ariana Grande,2020-06-20
710,11,Circles,Post Malone,2020-06-20
711,12,Blueberry Faygo,Lil Mosey,2020-06-20
712,13,The Bones,Maren Morris,2020-06-20
713,14,Adore You,Harry Styles,2020-06-20
714,15,Life Is Good,Future Featuring Drake,2020-06-20
715,16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-06-20
716,17,Falling,Trevor Daniel,2020-06-20
717,18,I Hope,Gabby Barrett,2020-06-20
718,19,Sunday Best,Surfaces,2020-06-20
719,20,Stuck With U,Ariana Grande & Justin Bieber,2020-06-20
720,21,Party Girl,StaySolidRocky,2020-06-20
721,22,Chasin' You,Morgan Wallen,2020-06-20
722,23,Death Bed,Powfu Featuring beabadoobee,2020-06-20
723,24,High Fashion,Roddy Ricch Featuring Mustard,2020-06-20
724,25,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-20
725,26,Break My Heart,Dua Lipa,2020-06-20
726,27,Before You Go,Lewis Capaldi,2020-06-20
727,28,Does To Me,Luke Combs Featuring Eric Church,2020-06-20
728,29,Watermelon Sugar,Harry Styles,2020-06-20
729,30,Hard To Forget,Sam Hunt,2020-06-20
730,31,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-06-20
731,32,Memories,Maroon 5,2020-06-20
732,33,Be Kind,Marshmello & Halsey,2020-06-20
733,34,We Paid,Lil Baby & 42 Dugg,2020-06-20
734,35,After A Few,Travis Denning,2020-06-20
735,36,Everything I Wanted,Billie Eilish,2020-06-20
736,37,Go Crazy,Chris Brown & Young Thug,2020-06-20
737,38,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-06-20
738,39,One Margarita,Luke Bryan,2020-06-20
739,40,My Oh My,Camila Cabello Featuring DaBaby,2020-06-20
740,41,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2020-06-20
741,42,Supalonely,BENEE Featuring Gus Dapperton,2020-06-20
742,43,Gooba,6ix9ine,2020-06-20
743,44,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-06-20
744,45,Bluebird,Miranda Lambert,2020-06-20
745,46,Hot Girl Bummer,blackbear,2020-06-20
746,47,Emotionally Scarred,Lil Baby,2020-06-20
747,48,Dior,Pop Smoke,2020-06-20
748,49,Here And Now,Kenny Chesney,2020-06-20
749,50,Dance Monkey,Tones And I,2020-06-20
750,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,2020-06-20
751,52,Chicago Freestyle,Drake Featuring Giveon,2020-06-20
752,53,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-06-20
753,54,In Your Eyes,The Weeknd,2020-06-20
754,55,Out West,JACKBOYS Featuring Young Thug,2020-06-20
755,56,I Love My Country,Florida Georgia Line,2020-06-20
756,57,After Party,Don Toliver,2020-06-20
757,58,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020-06-20
758,59,Flex,Polo G Featuring Juice WRLD,2020-06-20
759,60,Die From A Broken Heart,Maddie & Tae,2020-06-20
760,61,P*$$y Fairy (OTW),Jhene Aiko,2020-06-20
761,62,Believe It,PARTYNEXTDOOR & Rihanna,2020-06-20
762,63,In Between,Scotty McCreery,2020-06-20
763,64,Otherside Of America,Meek Mill,2020-06-20
764,65,God Whispered Your Name,Keith Urban,2020-06-20
765,66,Yo Perreo Sola,Bad Bunny,2020-06-20
766,67,Ride It.,Regard,2020-06-20
767,68,X,Jonas Brothers Featuring Karol G,2020-06-20
768,69,Daisies,Katy Perry,2020-06-20
769,70,Level Of Concern,twenty one pilots,2020-06-20
770,71,Don't Rush,Young T & Bugsey Featuring Headie One,2020-06-20
771,72,Need It,Migos Featuring YoungBoy Never Broke Again,2020-06-20
772,73,Dollaz On My Head,Gunna Featuring Young Thug,2020-06-20
773,74,Drinking Alone,Carrie Underwood,2020-06-20
774,75,Righteous,Juice WRLD,2020-06-20
775,76,Got What I Got,Jason Aldean,2020-06-20
776,77,Tell Me U Luv Me,Juice WRLD & Trippie Redd,2020-06-20
777,78,One Big Country Song,LOCASH,2020-06-20
778,79,Like That,Doja Cat Featuring Gucci Mane,2020-06-20
779,80,Deep End Freestyle,Sleepy Hallow,2020-06-20
780,81,Grace,Lil Baby & 42 Dugg,2020-06-20
781,82,Sour Candy,Lady Gaga & BLACKPINK,2020-06-20
782,83,Why We Drink,Justin Moore,2020-06-20
783,84,Girl Of My Dreams,Rod Wave,2020-06-20
784,85,Cool Again,Kane Brown,2020-06-20
785,86,Turks,"NAV, Gunna & Travis Scott",2020-06-20
786,87,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-06-20
787,88,July,Noah Cyrus & Leon Bridges,2020-06-20
788,89,Cooler Than A Bitch,Gunna Featuring Roddy Ricch,2020-06-20
789,90,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",2020-06-20
790,91,All In,Lil Baby,2020-06-20
791,92,That Way,Lil Uzi Vert,2020-06-20
792,93,One Night Standards,Ashley McBryde,2020-06-20
793,94,One Of Them Girls,Lee Brice,2020-06-20
794,95,Hard Days,Brantley Gilbert,2020-06-20
795,96,Catch,Brett Young,2020-06-20
796,97,ily,surf mesa Featuring Emilee,2020-06-20
797,98,21,Polo G,2020-06-20
798,99,Trillionaire,Future Featuring YoungBoy Never Broke Again,2020-06-20
799,100,Worldwide Beautiful,Kane Brown,2020-06-20
800,1,Rockstar,DaBaby Featuring Roddy Ricch,2020-06-13
801,2,Savage,Megan Thee Stallion Featuring Beyonce,2020-06-13
802,3,Blinding Lights,The Weeknd,2020-06-13
803,4,Say So,Doja Cat Featuring Nicki Minaj,2020-06-13
804,5,Rain On Me,Lady Gaga & Ariana Grande,2020-06-13
805,6,Toosie Slide,Drake,2020-06-13
806,7,Don't Start Now,Dua Lipa,2020-06-13
807,8,Intentions,Justin Bieber Featuring Quavo,2020-06-13
808,9,The Box,Roddy Ricch,2020-06-13
809,10,Roses,SAINt JHN,2020-06-13
810,11,Circles,Post Malone,2020-06-13
811,12,Adore You,Harry Styles,2020-06-13
812,13,Life Is Good,Future Featuring Drake,2020-06-13
813,14,The Bones,Maren Morris,2020-06-13
814,15,Blueberry Faygo,Lil Mosey,2020-06-13
815,16,Chasin' You,Morgan Wallen,2020-06-13
816,17,Stuck With U,Ariana Grande & Justin Bieber,2020-06-13
817,18,Falling,Trevor Daniel,2020-06-13
818,19,I Hope,Gabby Barrett,2020-06-13
819,20,Sunday Best,Surfaces,2020-06-13
820,21,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-06-13
821,22,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-13
822,23,High Fashion,Roddy Ricch Featuring Mustard,2020-06-13
823,24,Death Bed,Powfu Featuring beabadoobee,2020-06-13
824,25,Does To Me,Luke Combs Featuring Eric Church,2020-06-13
825,26,Party Girl,StaySolidRocky,2020-06-13
826,27,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-06-13
827,28,Before You Go,Lewis Capaldi,2020-06-13
828,29,Break My Heart,Dua Lipa,2020-06-13
829,30,Hard To Forget,Sam Hunt,2020-06-13
830,31,After A Few,Travis Denning,2020-06-13
831,32,Memories,Maroon 5,2020-06-13
832,33,Sour Candy,Lady Gaga & BLACKPINK,2020-06-13
833,34,My Oh My,Camila Cabello Featuring DaBaby,2020-06-13
834,35,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-06-13
835,36,Be Kind,Marshmello & Halsey,2020-06-13
836,37,Gooba,6ix9ine,2020-06-13
837,38,Everything I Wanted,Billie Eilish,2020-06-13
838,39,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2020-06-13
839,40,Watermelon Sugar,Harry Styles,2020-06-13
840,41,Tell Me U Luv Me,Juice WRLD & Trippie Redd,2020-06-13
841,42,Stupid Love,Lady Gaga,2020-06-13
842,43,Supalonely,BENEE Featuring Gus Dapperton,2020-06-13
843,44,One Margarita,Luke Bryan,2020-06-13
844,45,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-06-13
845,46,Bluebird,Miranda Lambert,2020-06-13
846,47,Hot Girl Bummer,blackbear,2020-06-13
847,48,Here And Now,Kenny Chesney,2020-06-13
848,49,Dance Monkey,Tones And I,2020-06-13
849,50,Go Crazy,Chris Brown & Young Thug,2020-06-13
850,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,2020-06-13
851,52,Emotionally Scarred,Lil Baby,2020-06-13
852,53,In Your Eyes,The Weeknd,2020-06-13
853,54,Dior,Pop Smoke,2020-06-13
854,55,We Paid,Lil Baby & 42 Dugg,2020-06-13
855,56,Flex,Polo G Featuring Juice WRLD,2020-06-13
856,57,After Party,Don Toliver,2020-06-13
857,58,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-06-13
858,59,Chicago Freestyle,Drake Featuring Giveon,2020-06-13
859,60,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020-06-13
860,61,Out West,JACKBOYS Featuring Young Thug,2020-06-13
861,62,I Love My Country,Florida Georgia Line,2020-06-13
862,63,Believe It,PARTYNEXTDOOR & Rihanna,2020-06-13
863,64,Level Of Concern,twenty one pilots,2020-06-13
864,65,Ride It.,Regard,2020-06-13
865,66,TKN,ROSALIA & Travis Scott,2020-06-13
866,67,Yo Perreo Sola,Bad Bunny,2020-06-13
867,68,P*$$y Fairy (OTW),Jhene Aiko,2020-06-13
868,69,In Between,Scotty McCreery,2020-06-13
869,70,Die From A Broken Heart,Maddie & Tae,2020-06-13
870,71,God Whispered Your Name,Keith Urban,2020-06-13
871,72,X,Jonas Brothers Featuring Karol G,2020-06-13
872,73,Dollaz On My Head,Gunna Featuring Young Thug,2020-06-13
873,74,Daisies,Katy Perry,2020-06-13
874,75,Righteous,Juice WRLD,2020-06-13
875,76,Need It,Migos Featuring YoungBoy Never Broke Again,2020-06-13
876,77,Drinking Alone,Carrie Underwood,2020-06-13
877,78,Got What I Got,Jason Aldean,2020-06-13
878,79,Don't Rush,Young T & Bugsey Featuring Headie One,2020-06-13
879,80,Godzilla,Eminem Featuring Juice WRLD,2020-06-13
880,81,Cooler Than A Bitch,Gunna Featuring Roddy Ricch,2020-06-13
881,82,One Big Country Song,LOCASH,2020-06-13
882,83,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",2020-06-13
883,84,Alice,Lady Gaga,2020-06-13
884,85,Grace,Lil Baby & 42 Dugg,2020-06-13
885,86,Hasta Que Dios Diga,Anuel AA & Bad Bunny,2020-06-13
886,87,Why We Drink,Justin Moore,2020-06-13
887,88,Lose Somebody,Kygo & OneRepublic,2020-06-13
888,89,Turks,"NAV, Gunna & Travis Scott",2020-06-13
889,90,One Of Them Girls,Lee Brice,2020-06-13
890,91,Girl Of My Dreams,Rod Wave,2020-06-13
891,92,Like That,Doja Cat Featuring Gucci Mane,2020-06-13
892,93,Sigues Con El,Arcangel x Sech,2020-06-13
893,94,That Way,Lil Uzi Vert,2020-06-13
894,95,Trillionaire,Future Featuring YoungBoy Never Broke Again,2020-06-13
895,96,ily,surf mesa Featuring Emilee,2020-06-13
